337.jpg, Entropia: 2.62, Tipo: real
222.jpg, Entropia: 1.20, Tipo: real
587.jpg, Entropia: 1.20, Tipo: real
845.jpg, Entropia: 1.20, Tipo: editada
164.jpg, Entropia: 1.20, Tipo: editada
677.jpg, Entropia: 1.19, Tipo: editada
590.jpg, Entropia: 1.19, Tipo: editada
817.jpg, Entropia: 1.18, Tipo: real
717.jpg, Entropia: 1.18, Tipo: real
424.jpg, Entropia: 1.18, Tipo: editada
513.jpg, Entropia: 1.18, Tipo: editada
227.jpg, Entropia: 1.18, Tipo: editada
103.jpg, Entropia: 1.18, Tipo: real
348.jpg, Entropia: 1.18, Tipo: real
612.jpg, Entropia: 1.18, Tipo: real
586.jpg, Entropia: 1.17, Tipo: editada
629.jpg, Entropia: 1.16, Tipo: editada
436.jpg, Entropia: 1.16, Tipo: real
372.jpg, Entropia: 1.16, Tipo: editada
86.jpg, Entropia: 1.15, Tipo: real
132.jpg, Entropia: 1.15, Tipo: real
518.jpg, Entropia: 1.14, Tipo: editada
800.jpg, Entropia: 1.13, Tipo: real
400.jpg, Entropia: 1.13, Tipo: real
803.jpg, Entropia: 1.13, Tipo: real
806.jpg, Entropia: 1.13, Tipo: editada
594.jpg, Entropia: 1.13, Tipo: editada
876.jpg, Entropia: 1.12, Tipo: editada
531.jpg, Entropia: 1.12, Tipo: editada
88.jpg, Entropia: 1.12, Tipo: editada
220.jpg, Entropia: 1.12, Tipo: real
517.jpg, Entropia: 1.11, Tipo: real
354.jpg, Entropia: 1.11, Tipo: real
226.jpg, Entropia: 1.11, Tipo: editada
804.jpg, Entropia: 1.10, Tipo: editada
568.jpg, Entropia: 1.10, Tipo: real
783.jpg, Entropia: 1.10, Tipo: editada
341.jpg, Entropia: 1.09, Tipo: real
511.jpg, Entropia: 1.08, Tipo: editada
878.jpg, Entropia: 1.08, Tipo: editada
478.jpg, Entropia: 1.08, Tipo: editada
9.jpg, Entropia: 1.07, Tipo: editada
645.jpg, Entropia: 1.07, Tipo: real
733.jpg, Entropia: 1.06, Tipo: editada
142.jpg, Entropia: 1.06, Tipo: real
383.jpg, Entropia: 1.05, Tipo: editada
334.jpg, Entropia: 1.04, Tipo: editada
36.jpg, Entropia: 1.04, Tipo: editada
738.jpg, Entropia: 1.04, Tipo: real
684.jpg, Entropia: 1.03, Tipo: editada
125.jpg, Entropia: 1.02, Tipo: real
643.jpg, Entropia: 1.02, Tipo: editada
638.jpg, Entropia: 1.01, Tipo: real
351.jpg, Entropia: 1.00, Tipo: editada
270.jpg, Entropia: 1.00, Tipo: editada
462.jpg, Entropia: 0.99, Tipo: real
619.jpg, Entropia: 0.99, Tipo: editada
279.jpg, Entropia: 0.99, Tipo: editada
289.jpg, Entropia: 0.98, Tipo: editada
308.jpg, Entropia: 0.98, Tipo: editada
809.jpg, Entropia: 0.97, Tipo: real
830.jpg, Entropia: 0.97, Tipo: real
815.jpg, Entropia: 0.96, Tipo: real
89.jpg, Entropia: 0.96, Tipo: real
756.jpg, Entropia: 0.96, Tipo: editada
549.jpg, Entropia: 0.96, Tipo: editada
483.jpg, Entropia: 0.95, Tipo: real
819.jpg, Entropia: 0.95, Tipo: real
29.jpg, Entropia: 0.94, Tipo: real
872.jpg, Entropia: 0.94, Tipo: editada
162.jpg, Entropia: 0.94, Tipo: editada
663.jpg, Entropia: 0.94, Tipo: editada
414.jpg, Entropia: 0.93, Tipo: editada
607.jpg, Entropia: 0.92, Tipo: real
472.jpg, Entropia: 0.92, Tipo: editada
248.jpg, Entropia: 0.90, Tipo: editada
816.jpg, Entropia: 0.89, Tipo: editada
637.jpg, Entropia: 0.89, Tipo: real
287.jpg, Entropia: 0.88, Tipo: editada
147.jpg, Entropia: 0.86, Tipo: editada
506.jpg, Entropia: 0.84, Tipo: editada
846.jpg, Entropia: 0.80, Tipo: real
322.jpg, Entropia: 0.78, Tipo: real
180.jpg, Entropia: 0.77, Tipo: editada
652.jpg, Entropia: 0.75, Tipo: real
392.jpg, Entropia: 0.74, Tipo: real
752.jpg, Entropia: 0.74, Tipo: real
410.jpg, Entropia: 0.74, Tipo: real
212.jpg, Entropia: 0.73, Tipo: editada
22.jpg, Entropia: 0.73, Tipo: editada
431.jpg, Entropia: 0.73, Tipo: real
807.jpg, Entropia: 0.72, Tipo: real
488.jpg, Entropia: 0.72, Tipo: real
713.jpg, Entropia: 0.72, Tipo: real
357.jpg, Entropia: 0.71, Tipo: real
761.jpg, Entropia: 0.70, Tipo: real
591.jpg, Entropia: 0.70, Tipo: editada
141.jpg, Entropia: 0.69, Tipo: editada
894.jpg, Entropia: 0.68, Tipo: real
187.jpg, Entropia: 0.66, Tipo: real
323.jpg, Entropia: 0.65, Tipo: real
661.jpg, Entropia: 0.63, Tipo: real
403.jpg, Entropia: 0.62, Tipo: real
93.jpg, Entropia: 0.61, Tipo: real
13.jpg, Entropia: 0.61, Tipo: editada
487.jpg, Entropia: 0.60, Tipo: editada
100.jpg, Entropia: 0.59, Tipo: editada
795.jpg, Entropia: 0.58, Tipo: real
641.jpg, Entropia: 0.58, Tipo: real
448.jpg, Entropia: 0.58, Tipo: editada
534.jpg, Entropia: 0.55, Tipo: real
593.jpg, Entropia: 0.55, Tipo: editada
671.jpg, Entropia: 0.55, Tipo: editada
389.jpg, Entropia: 0.52, Tipo: editada
193.jpg, Entropia: 0.50, Tipo: editada
787.jpg, Entropia: 0.49, Tipo: editada
174.jpg, Entropia: 0.48, Tipo: real
305.jpg, Entropia: 0.47, Tipo: real
349.jpg, Entropia: 0.47, Tipo: real
877.jpg, Entropia: 0.45, Tipo: editada
720.jpg, Entropia: 0.42, Tipo: editada
667.jpg, Entropia: 0.38, Tipo: real
384.jpg, Entropia: 0.37, Tipo: editada
451.jpg, Entropia: 0.36, Tipo: editada
820.jpg, Entropia: 0.29, Tipo: editada
